Time [s],CH2 [V]
1.000000e-09,0.464000000000,
1.000000e-09,0.416000000000,
1.000000e-09,0.368000000000,
1.000000e-09,0.312000000000,
1.000000e-09,0.248000000000,
1.000000e-09,0.160000000000,
1.000000e-09,0.104000000000,
1.000000e-09,0.032000000000,
1.000000e-09,-0.032000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.176000000000,
1.000000e-09,-0.240000000000,
1.000000e-09,-0.240000000000,
1.000000e-09,-0.208000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.096000000000,
1.000000e-09,-0.080000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.152000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.096000000000,
1.000000e-09,-0.024000000000,
1.000000e-09,0.080000000000,
1.000000e-09,0.168000000000,
1.000000e-09,0.264000000000,
1.000000e-09,0.344000000000,
1.000000e-09,0.408000000000,
1.000000e-09,0.448000000000,
1.000000e-09,0.480000000000,
1.000000e-09,0.504000000000,
1.000000e-09,0.544000000000,
1.000000e-09,0.560000000000,
1.000000e-09,0.592000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.616000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.600000000000,
1.000000e-09,0.584000000000,
1.000000e-09,0.560000000000,
1.000000e-09,0.536000000000,
1.000000e-09,0.504000000000,
1.000000e-09,0.464000000000,
1.000000e-09,0.424000000000,
1.000000e-09,0.384000000000,
1.000000e-09,0.320000000000,
1.000000e-09,0.264000000000,
1.000000e-09,0.192000000000,
1.000000e-09,0.128000000000,
1.000000e-09,0.032000000000,
1.000000e-09,-0.024000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.160000000000,
1.000000e-09,-0.232000000000,
1.000000e-09,-0.248000000000,
1.000000e-09,-0.216000000000,
1.000000e-09,-0.160000000000,
1.000000e-09,-0.112000000000,
1.000000e-09,-0.088000000000,
1.000000e-09,-0.096000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.048000000000,
1.000000e-09,0.024000000000,
1.000000e-09,0.120000000000,
1.000000e-09,0.232000000000,
1.000000e-09,0.304000000000,
1.000000e-09,0.376000000000,
1.000000e-09,0.432000000000,
1.000000e-09,0.472000000000,
1.000000e-09,0.488000000000,
1.000000e-09,0.520000000000,
1.000000e-09,0.552000000000,
1.000000e-09,0.584000000000,
1.000000e-09,0.600000000000,
1.000000e-09,0.616000000000,
1.000000e-09,0.616000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.592000000000,
1.000000e-09,0.568000000000,
1.000000e-09,0.552000000000,
1.000000e-09,0.520000000000,
1.000000e-09,0.488000000000,
1.000000e-09,0.440000000000,
1.000000e-09,0.400000000000,
1.000000e-09,0.344000000000,
1.000000e-09,0.296000000000,
1.000000e-09,0.224000000000,
1.000000e-09,0.160000000000,
1.000000e-09,0.088000000000,
1.000000e-09,0.024000000000,
1.000000e-09,-0.072000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.208000000000,
1.000000e-09,-0.232000000000,
1.000000e-09,-0.240000000000,
1.000000e-09,-0.184000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.096000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.152000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.088000000000,
1.000000e-09,-0.016000000000,
1.000000e-09,0.080000000000,
1.000000e-09,0.168000000000,
1.000000e-09,0.256000000000,
1.000000e-09,0.352000000000,
1.000000e-09,0.400000000000,
1.000000e-09,0.440000000000,
1.000000e-09,0.480000000000,
1.000000e-09,0.512000000000,
1.000000e-09,0.536000000000,
1.000000e-09,0.568000000000,
1.000000e-09,0.592000000000,
1.000000e-09,0.616000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.600000000000,
1.000000e-09,0.584000000000,
1.000000e-09,0.568000000000,
1.000000e-09,0.536000000000,
1.000000e-09,0.504000000000,
1.000000e-09,0.472000000000,
1.000000e-09,0.432000000000,
1.000000e-09,0.368000000000,
1.000000e-09,0.328000000000,
1.000000e-09,0.264000000000,
1.000000e-09,0.208000000000,
1.000000e-09,0.120000000000,
1.000000e-09,0.056000000000,
1.000000e-09,-0.024000000000,
1.000000e-09,-0.088000000000,
1.000000e-09,-0.176000000000,
1.000000e-09,-0.224000000000,
1.000000e-09,-0.240000000000,
1.000000e-09,-0.216000000000,
1.000000e-09,-0.168000000000,
1.000000e-09,-0.112000000000,
1.000000e-09,-0.088000000000,
1.000000e-09,-0.088000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.152000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.112000000000,
1.000000e-09,-0.072000000000,
1.000000e-09,0.008000000000,
1.000000e-09,0.120000000000,
1.000000e-09,0.208000000000,
1.000000e-09,0.288000000000,
1.000000e-09,0.360000000000,
1.000000e-09,0.424000000000,
1.000000e-09,0.456000000000,
1.000000e-09,0.488000000000,
1.000000e-09,0.512000000000,
1.000000e-09,0.544000000000,
1.000000e-09,0.576000000000,
1.000000e-09,0.600000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.616000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.592000000000,
1.000000e-09,0.576000000000,
1.000000e-09,0.552000000000,
1.000000e-09,0.528000000000,
1.000000e-09,0.496000000000,
1.000000e-09,0.456000000000,
1.000000e-09,0.416000000000,
1.000000e-09,0.368000000000,
1.000000e-09,0.288000000000,
1.000000e-09,0.240000000000,
1.000000e-09,0.176000000000,
1.000000e-09,0.120000000000,
1.000000e-09,0.016000000000,
1.000000e-09,-0.040000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.184000000000,
1.000000e-09,-0.248000000000,
1.000000e-09,-0.240000000000,
1.000000e-09,-0.192000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.088000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.112000000000,
1.000000e-09,-0.152000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.088000000000,
1.000000e-09,-0.032000000000,
1.000000e-09,0.064000000000,
1.000000e-09,0.160000000000,
1.000000e-09,0.272000000000,
1.000000e-09,0.336000000000,
1.000000e-09,0.400000000000,
1.000000e-09,0.448000000000,
1.000000e-09,0.480000000000,
1.000000e-09,0.504000000000,
1.000000e-09,0.536000000000,
1.000000e-09,0.560000000000,
1.000000e-09,0.592000000000,
1.000000e-09,0.600000000000,
1.000000e-09,0.616000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.600000000000,
1.000000e-09,0.584000000000,
1.000000e-09,0.568000000000,
1.000000e-09,0.536000000000,
1.000000e-09,0.512000000000,
1.000000e-09,0.480000000000,
1.000000e-09,0.424000000000,
1.000000e-09,0.384000000000,
1.000000e-09,0.320000000000,
1.000000e-09,0.264000000000,
1.000000e-09,0.184000000000,
1.000000e-09,0.136000000000,
1.000000e-09,0.064000000000,
1.000000e-09,-0.008000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.168000000000,
1.000000e-09,-0.232000000000,
1.000000e-09,-0.248000000000,
1.000000e-09,-0.216000000000,
1.000000e-09,-0.160000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.088000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.152000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.112000000000,
1.000000e-09,-0.056000000000,
1.000000e-09,0.048000000000,
1.000000e-09,0.144000000000,
1.000000e-09,0.232000000000,
1.000000e-09,0.320000000000,
1.000000e-09,0.392000000000,
1.000000e-09,0.440000000000,
1.000000e-09,0.472000000000,
1.000000e-09,0.496000000000,
1.000000e-09,0.536000000000,
1.000000e-09,0.552000000000,
1.000000e-09,0.584000000000,
1.000000e-09,0.600000000000,
1.000000e-09,0.616000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.592000000000,
1.000000e-09,0.568000000000,
1.000000e-09,0.536000000000,
1.000000e-09,0.504000000000,
1.000000e-09,0.472000000000,
1.000000e-09,0.432000000000,
1.000000e-09,0.392000000000,
1.000000e-09,0.328000000000,
1.000000e-09,0.280000000000,
1.000000e-09,0.208000000000,
1.000000e-09,0.144000000000,
1.000000e-09,0.056000000000,
1.000000e-09,-0.008000000000,
1.000000e-09,-0.088000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.224000000000,
1.000000e-09,-0.248000000000,
1.000000e-09,-0.216000000000,
1.000000e-09,-0.160000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.096000000000,
1.000000e-09,-0.096000000000,
1.000000e-09,-0.112000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.096000000000,
1.000000e-09,-0.040000000000,
1.000000e-09,0.040000000000,
1.000000e-09,0.136000000000,
1.000000e-09,0.248000000000,
1.000000e-09,0.320000000000,
1.000000e-09,0.392000000000,
1.000000e-09,0.440000000000,
1.000000e-09,0.480000000000,
1.000000e-09,0.504000000000,
1.000000e-09,0.528000000000,
1.000000e-09,0.560000000000,
1.000000e-09,0.592000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.616000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.584000000000,
1.000000e-09,0.560000000000,
1.000000e-09,0.544000000000,
1.000000e-09,0.512000000000,
1.000000e-09,0.472000000000,
1.000000e-09,0.432000000000,
1.000000e-09,0.384000000000,
1.000000e-09,0.336000000000,
1.000000e-09,0.272000000000,
1.000000e-09,0.192000000000,
1.000000e-09,0.136000000000,
1.000000e-09,0.056000000000,
1.000000e-09,-0.016000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.168000000000,
1.000000e-09,-0.224000000000,
1.000000e-09,-0.240000000000,
1.000000e-09,-0.224000000000,
1.000000e-09,-0.168000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.088000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.152000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.096000000000,
1.000000e-09,-0.032000000000,
1.000000e-09,0.072000000000,
1.000000e-09,0.168000000000,
1.000000e-09,0.256000000000,
1.000000e-09,0.328000000000,
1.000000e-09,0.408000000000,
1.000000e-09,0.440000000000,
1.000000e-09,0.480000000000,
1.000000e-09,0.504000000000,
1.000000e-09,0.544000000000,
1.000000e-09,0.568000000000,
1.000000e-09,0.592000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.616000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.600000000000,
1.000000e-09,0.584000000000,
1.000000e-09,0.560000000000,
1.000000e-09,0.536000000000,
1.000000e-09,0.504000000000,
1.000000e-09,0.464000000000,
1.000000e-09,0.424000000000,
1.000000e-09,0.368000000000,
1.000000e-09,0.304000000000,
1.000000e-09,0.256000000000,
1.000000e-09,0.184000000000,
1.000000e-09,0.128000000000,
1.000000e-09,0.032000000000,
1.000000e-09,-0.024000000000,
1.000000e-09,-0.112000000000,
1.000000e-09,-0.176000000000,
1.000000e-09,-0.240000000000,
1.000000e-09,-0.240000000000,
1.000000e-09,-0.208000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.112000000000,
1.000000e-09,-0.088000000000,
1.000000e-09,-0.096000000000,
1.000000e-09,-0.112000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.080000000000,
1.000000e-09,-0.008000000000,
1.000000e-09,0.080000000000,
1.000000e-09,0.184000000000,
1.000000e-09,0.288000000000,
1.000000e-09,0.352000000000,
1.000000e-09,0.408000000000,
1.000000e-09,0.456000000000,
1.000000e-09,0.496000000000,
1.000000e-09,0.512000000000,
1.000000e-09,0.544000000000,
1.000000e-09,0.568000000000,
1.000000e-09,0.600000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.616000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.600000000000,
1.000000e-09,0.584000000000,
1.000000e-09,0.552000000000,
1.000000e-09,0.528000000000,
1.000000e-09,0.496000000000,
1.000000e-09,0.464000000000,
1.000000e-09,0.408000000000,
1.000000e-09,0.368000000000,
1.000000e-09,0.312000000000,
1.000000e-09,0.248000000000,
1.000000e-09,0.168000000000,
1.000000e-09,0.104000000000,
1.000000e-09,0.024000000000,
1.000000e-09,-0.040000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.184000000000,
1.000000e-09,-0.232000000000,
1.000000e-09,-0.232000000000,
1.000000e-09,-0.200000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.096000000000,
1.000000e-09,-0.080000000000,
1.000000e-09,-0.112000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.112000000000,
1.000000e-09,-0.096000000000,
1.000000e-09,-0.032000000000,
1.000000e-09,0.080000000000,
1.000000e-09,0.168000000000,
1.000000e-09,0.264000000000,
1.000000e-09,0.352000000000,
1.000000e-09,0.416000000000,
1.000000e-09,0.456000000000,
1.000000e-09,0.480000000000,
1.000000e-09,0.504000000000,
1.000000e-09,0.544000000000,
1.000000e-09,0.568000000000,
1.000000e-09,0.600000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.616000000000,
1.000000e-09,0.608000000000,
1.000000e-09,0.600000000000,
1.000000e-09,0.584000000000,
1.000000e-09,0.560000000000,
1.000000e-09,0.536000000000,
1.000000e-09,0.496000000000,
1.000000e-09,0.464000000000,
1.000000e-09,0.424000000000,
1.000000e-09,0.376000000000,
1.000000e-09,0.312000000000,
1.000000e-09,0.264000000000,
1.000000e-09,0.192000000000,
1.000000e-09,0.128000000000,
1.000000e-09,0.032000000000,
1.000000e-09,-0.024000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.160000000000,
1.000000e-09,-0.240000000000,
1.000000e-09,-0.248000000000,
1.000000e-09,-0.216000000000,
1.000000e-09,-0.152000000000,
1.000000e-09,-0.112000000000,
1.000000e-09,-0.088000000000,
1.000000e-09,-0.104000000000,
1.000000e-09,-0.112000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.120000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.136000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.128000000000,
1.000000e-09,-0.144000000000,
1.000000e-09,-0.128000000000,
